0.00311409+0.0011595i
-0.00206008+0.00360563i
-0.00276979+-0.00477605i
0.0119488+-0.00652384i
-0.00699748+0.00662244i
0.000754959+0.000455389i
-0.0191109+-0.00326502i
-0.00893169+-0.0117483i
-0.001553+-0.00156465i
-0.000984866+-0.0113832i
-0.000383637+-0.00560292i
0.00270392+-0.00754788i
0.00589801+-0.00599438i
-0.00197223+-0.00106457i
-0.00533986+-0.0004826i
-0.00523586+0.00284708i
0.00591007+0.000398507i
-0.00124342+0.00463243i
-0.00270848+-0.00599299i
-0.000411282+0.00186071i
-0.00944718+-0.000487651i
-0.00274955+-0.00526894i
0.00833434+0.00516147i
-0.00117326+0.000907596i
0.001638+0.00115059i
-0.00804096+0.0031099i
-0.00554315+-0.0111434i
0.0228596+0.0101297i
-0.0128933+-0.00457402i
-0.00419975+-0.00861704i
-0.00391857+-0.00491844i
-0.00133896+0.000966031i
-0.000734087+-0.00223139i
0.00379302+-0.00233491i
-0.00674917+-0.00131816i
0.00564153+-0.00173784i
0.0257276+0.0189812i
-0.0175942+-0.00301609i
0.0210472+0.00403638i
0.0154488+0.00638498i
-0.00518058+0.00296078i
-0.00471626+0.00893437i
0.00802274+0.0028649i
0.00147876+0.0052176i
-0.0161511+0.00205893i
0.00325497+-0.00638994i
-0.0268086+-0.0369851i
0.00225226+0.00438889i
-0.0141239+-0.0152762i
-0.00541392+-0.0116143i
-0.000844951+-0.00868215i
0.000211345+-0.00434146i
-0.00461621+0.00475408i
-0.000776223+-0.00255314i
-0.000185601+-0.0037367i
-0.00348683+0.00536343i
0.00473434+0.0175027i
0.00053885+-0.00188989i
0.0106531+0.00272021i
-0.00609371+0.0121661i
-0.00973613+-0.00600896i
1.42836e-05+-0.00603799i
0.00145395+0.00361282i
0.00052611+0.00314823i
-0.00674398+0.000894963i
-0.00276735+0.00237692i
0.0121562+0.00453811i
-0.00996088+0.00240619i
-0.00412737+-0.00766149i
0.00764145+0.00409343i
-0.00640044+0.00417552i
-0.00102734+-0.00247717i
-0.00169187+-0.00118306i
-0.00277593+0.00118417i
-0.000816181+-0.00668339i
-0.00368606+-0.00276749i
0.0100616+-0.004469i
0.0184764+0.0102709i
-0.00197223+0.00447057i
0.000407303+0.00401057i
-9.55121e-06+0.0034175i
0.00449304+-0.00177738i
-0.00283379+0.00016836i
-0.00436378+-0.000952059i
0.00425498+-0.00365188i
-0.00271272+-0.00739675i
0.0296982+-0.00599243i
-0.0329312+-0.0077143i
0.0150057+-0.0157779i
0.00269627+0.000937334i
-0.000393437+-0.0060712i
0.00529647+0.00108254i
-0.00162685+-0.00191212i
0.0019724+-0.00647644i
-0.000747382+0.00927862i
0.0144537+-0.00721708i
-0.0231772+0.0471428i
0.0298922+0.00491129i
-0.00841875+0.0104134i
-0.00287865+0.00603582i
0.00825274+0.00250541i
-0.00203706+0.00333271i
0.00123949+-0.00111589i
-0.000125769+-0.000459153i
-0.000250619+0.000708163i
-0.0154757+-0.0128715i
0.00465055+-0.0153033i
-0.00985067+0.00648763i
0.00189313+0.00218965i
0.00423104+0.00209081i
-0.0038335+0.00756737i
0.00217516+0.000437574i
-0.00313888+-0.00205336i
-0.000687787+0.0011332i
-0.00183411+0.00136668i
0.000354083+0.00448651i
0.0130331+-0.00015976i
-0.00438218+-0.0084437i
0.00248284+-0.0012336i
-3.13614e-05+-0.000416942i
0.00390435+0.00766079i
-0.00479214+0.00631199i
-0.00185913+-0.000396576i
0.00909682+0.00346045i
-0.00150158+0.00496827i
-0.00124868+0.00554532i
0.00244903+-0.00577631i
-0.00091472+0.0144227i
-0.0186748+0.00158144i
0.000719554+-0.0109802i
-0.00355658+-0.00285998i
0.00438147+-0.000812743i
-0.00596864+0.000971746i
0.00294985+-0.00674447i
0.00758394+-0.00282194i
0.00590131+-0.0150623i
-0.0077787+0.0180738i
0.0134478+-0.0285561i
0.0114986+0.00425013i
-0.00471911+0.00696654i
-0.0126411+0.0008576i
-0.00435446+-0.00789364i
0.00618025+-0.00453982i
0.00427045+0.00218058i
0.00332086+0.0044729i
-0.00118599+0.000871954i
-0.00604161+0.0055937i
-0.000687157+0.0192088i
-0.0211582+-0.0117965i
-0.00406577+-0.00968688i
-0.000186477+-0.000255813i
0.00135952+0.00240641i
-0.000803326+-0.00383671i
-0.00502243+-0.00227773i
0.000188292+-0.00146687i
0.00239068+0.00285323i
0.00360165+0.00874955i
-0.00398146+-0.00387121i
0.00294846+0.00211093i
0.00358132+0.00688586i
-0.0116221+-0.00214511i
0.0150853+0.00210657i
0.0020212+-0.000482899i
0.000612535+0.00132202i
0.00198125+0.00378623i
0.00403529+0.00132093i
-0.00802874+-0.00743085i
0.00203375+0.00306525i
-0.00525627+0.00208296i
-0.00147899+0.000236932i
-0.00688621+-0.00069072i
-0.00857123+-0.0103107i
0.00456428+-0.00251707i
-0.00888885+-0.00797667i
-0.000509357+0.00102691i
-0.00318043+-0.00728703i
-0.0146593+-0.00463508i
0.00597972+-0.00460968i
0.00155683+0.000933442i
0.0021297+0.00276066i
-0.00366953+-0.000696964i
0.00368387+-0.00119285i
0.000446421+0.00392424i
-0.00173212+0.00604049i
-0.00714378+0.0025672i
0.00937918+0.00651952i
-0.00315599+0.0257196i
-0.00561166+-0.000780284i
0.0140619+-0.00233559i
-0.0139398+0.00596333i
0.00823625+-0.00530183i
-0.00365205+0.00430758i
-0.00397307+0.00301826i
0.00274582+-0.00750545i
-0.00780412+-0.00545843i
0.0110259+0.000561626i
-0.0342645+-0.0170669i
-0.00295398+-0.0154971i
0.00160803+0.00952672i
0.00870835+-0.00951159i
0.00519853+-0.00414538i
0.000145899+0.00519778i
-0.00422744+-0.000575826i
0.00172613+0.00128112i
-0.00923965+0.0032414i
0.00486594+-0.00252753i
0.00262166+0.0132812i
0.0184486+0.00933239i
6.22314e-05+0.00936811i
0.00386018+0.0117626i
-0.00343783+0.0015171i
0.000399476+0.0142016i
8.04058e-05+0.00967641i
-0.00450034+0.00526745i
0.00235031+1.19928e-05i
0.00216993+-0.00355373i
-0.00414565+-0.00214932i
