(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.00504118,-0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.00648609,-0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.0116577,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.0126831,-0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.0118144,-0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0.00650399,-0)
(0,0)
(-0.00102259,-0)
(0,0)
(0.000193241,-0)
(0,0)
(0.00241919,0)
(0,0)
(0.00523988,0)
(0,0)
(0.00107469,-0)
(0,0)
(0.000111119,-0)
(0,0)
(-0.000295394,0)
(0,0)
(0.00393502,0)
(0,0)
(-0.013548,0)
(0,0)
(0.00060322,-0)
(0,0)
(0.0017523,0)
(0,0)
(0.00118006,-0)
(0,0)
(0.000707003,0)
(0,0)
(0,0)
(0,0)
(0.000933314,0)
(0,0)
(-0.00800971,-0)
(0,0)
(0.00434332,-0)
(0,0)
(0.00106981,0)
(0,0)
(0,0)
(0,0)
(-0.00482381,0)
(0,0)
(0.00525106,-0)
(0,0)
(-0.00678146,0)
(0,0)
(-0.00164366,0)
(0,0)
(0.0047762,0)
(0,0)
(-0.00361809,-0)
(0,0)
(-0.00759886,-0)
(0,0)
(0.00566865,-0)
(0,0)
(-0.00872218,-0)
(0,0)
(0,0)
(0,0)
(-0.00187476,0)
(0,0)
(0.0024486,0)
(0,0)
(-0.00187818,0)
(0,0)
(0.00439259,0)
(0,0)
(-0.00371702,0)
(0,0)
(0.00829406,-0)
(0,0)
(-0.00585465,-0)
(0,0)
(0.00416715,-0)
(0,0)
(0.000102341,-0)
(0,0)
(-0.00921922,0)
(0,0)
(0.00294516,0)
(0,0)
(0.000957637,0)
(0,0)
(0.00171256,0)
(0,0)
(0.000350615,0)
(0,0)
(0,0)
(0,0)
(0.011348,-0)
(0,0)
(-0.00278369,-0)
(0,0)
(0.0021724,-0)
(0,0)
(0.00140579,-0)
(0,0)
(0,0)
(0,0)
(0.00443269,0)
(0,0)
(-0.000467218,0)
(0,0)
(0.00246298,-0)
(0,0)
(-0.000246292,-0)
(0,0)
(0,0)
(0,0)
(0.0144453,0)
(0,0)
(-0.00321722,0)
(0,0)
(0.00137636,-0)
(0,0)
(0.000381231,0)
(0,0)
(0,0)
(0,0)
(0.00266484,-0)
(0,0)
(0.0030206,-0)
(0,0)
(-0.00182193,0)
(0,0)
(0.00615098,0)
(0,0)
(-0.00528939,-0)
(0,0)
(0.00290948,0)
(0,0)
(-0.00685427,-0)
(0,0)
(0.00348459,0)
(0,0)
(-0.00152906,0)
(0,0)
(-0.00459476,0)
(0,0)
(-0.00887101,-0)
(0,0)
(0.00823403,-0)
(0,0)
(-0.00793479,-0)
(0,0)
(-0.00129351,-0)
(0,0)
(0.00827929,-0)
(0,0)
(-0.00561188,0)
(0,0)
(-0.00578974,-0)
(0,0)
(0.00194047,-0)
(0,0)
(-0.0031747,-0)
(0,0)
(-0.0157525,0)
(0,0)
(0.00106868,0)
(0,0)
(-0.00125706,-0)
(0,0)
(0.00116655,-0)
(0,0)
(-0.00451475,-0)
(0,0)
(0.00206237,-0)
(0,0)
(-0.00476557,0)
(0,0)
(-0.00610962,0)
(0,0)
(0.00405421,0)
(0,0)
(0.000712565,0)
(0,0)
(0.00530629,-0)
(0,0)
(0.0131104,0)
(0,0)
(-0.000561423,-0)
(0,0)
(-0.000228306,-0)
(0,0)
(0.00199458,-0)
(0,0)
(0.00767247,-0)
(0,0)
(0,0)
(0,0)
(0.0040783,0)
(0,0)
(-0.00107761,0)
(0,0)
(0.00347038,0)
(0,0)
(-0.00293663,0)
(0,0)
